model_id,monthly_downloads,total_downloads
autobots/llama_7b_roleplay_lora,0,0
mradermacher/MakeGemma3-abliterated-Improved-GGUF,82,2034
bartowski/Qwen2.5-Coder-0.5B-Instruct-abliterated-GGUF,590,8655
Triangle104/Mistral-Small-24B-Instruct-2501-abliterated-Q8_0-GGUF,1,252
Triangle104/L3.1-Dark-Reasoning-Unholy-Hermes-R1-Uncensored-8B-Q4_K_S-GGUF,0,67
mradermacher/Llama-3.2-1B-Instruct-abliterated2-i1-GGUF,11,5126
roleplaiapp/Qwen2.5-Coder-14B-Instruct-Uncensored-Q4_K_S-GGUF,7,188
mradermacher/Josiefied-Qwen2.5-Coder-7B-Instruct-abliterated-v1-i1-GGUF,373,163679
mradermacher/DarkAuraUnholy-Uncensored-OAS-8b-i1-GGUF,45,3166
litmudoc/Qwen3-30B-A3B-abliterated-MLX-Q8,15,461
DavidAU/Llama-3.2-8X4B-MOE-V2-Dark-Champion-Instruct-uncensored-abliterated-21B-GGUF,6034,142590
TheBloke/Uncensored-Frank-13b-GGUF,203,11948
btspark/Llamanteen-3.1-8B-unsafe,0,0
Triangle104/Josiefied-Qwen3-8B-abliterated-v1-Q6_K-GGUF,9,63
FreedomIntelligence/Apollo-MedJamba,6,368
TheBloke/Wizard-Vicuna-7B-Uncensored-SuperHOT-8K-GGML,0,0
Triangle104/Falcon3-1B-Instruct-abliterated-Q4_K_M-GGUF,3,134
NovaTsui/bluePencilXL_v500.safetensors,0,0
svjack/Genshin_Impact_aya_23_8B_v3_Plot_Chat_roleplay_chat_merged,7,22
featherless-ai-quants/netcat420-MFANN-llama3.1-Abliterated-SLERP-GGUF,4,178
Mantis2024/Dirty-Shirley-Writer-v01-Uncensored-Q5_K_S-GGUF,11,983
feelconstantfear/gemma-2-2b-it-abliterated-GPTQ-4bit,2,148
mlx-community/Josiefied-Qwen3-14B-abliterated-v3-8bit,95,678
TouchNight/gemma-2-9b-it-abliterated-LoRA-untied,0,0
dimvasilk/Llama-3-Instruct-abliteration-LoRA-8B-F16-GGUF,6,156
mradermacher/DeepSeek-R1-Distill-Qwen-7B-Japanese-Aligned-1.0-GGUF,37,654
the-acorn-ai/simon-qwen3-4b-base-kp-4k-self-play-with-role-step_00192,0,7
DevQuasar/huihui-ai.Huihui-MoE-4.8B-A1.7B-abliterated-GGUF,59,2111
lindafei001/jailbreak_r1_train_c3_data20250729064142,0,0
mradermacher/Llama-3-8B-Instruct-abliterated-v2-i1-GGUF,121,12587
huihui-ai/Llama-3.3-70B-Instruct-abliterated-finetuned-GPTQ-Int8,NaN,NaN
mradermacher/Roleplay-Abliterated-Base-V3-Llama-3.3-70B-GGUF,26,2568
abhilekhborah/de-alignment_llama-3.1-8b-10_pd,0,0
mradermacher/Meta-Llama-3.1-8B-Instruct-abliterated-ICONN-1-BasicChat-i1-GGUF,55,8924
itorgov/dippy-roleplay-1748153116-2413838,0,6
RichardErkhov/Orion-zhen_-_Qwen2.5-7B-Instruct-Uncensored-8bits,5,40
Triangle104/DeepSeek-R1-Distill-Qwen-7B-uncensored-Q4_K_S-GGUF,4,361
itorgov/dippy-roleplay-1748561367-1926177,0,5
mradermacher/ZEUS-8B-V13-abliterated-GGUF,3,878
bunnycore/Qwen3-1.7B-abliterated-lora,0,15
Triangle104/Mistral-Small-24B-Instruct-2501-abliterated-Q5_K_S-GGUF,4,110
JingSyue/Llama-3-Instruct-abliteration-LoRA-8B-Q8_0-GGUF,0,52
mradermacher/qwen2.5-1.5B-base-abliterated-i1-GGUF,7,941
wesley7137/Guanaco-3B-Uncensored-v2-sharded,1,255
Triangle104/Huihui-MoE-24B-A8B-abliterated-Q8_0-GGUF,1,109
pegasus912/Huihui-Qwen3-4B-Instruct-2507-abliterated-Q8_0-GGUF,44,464
Triangle104/phi-4-abliterated-Q5_K_M-GGUF,4,155
huihui-ai/Huihui-Hunyuan-MT-Chimera-7B-abliterated,137,1144
FreedomIntelligence/HuatuoGPT-o1-8B,731,18551
d7eneU5W/DeepSeek-R1-Distill-Qwen-7B-Uncensored-Q4_K_M-GGUF,16,179
RichardErkhov/VincentGOURBIN_-_Llama-3.2-3B-Fluxed-uncensored-8bits,3,45
CharlesLi/llama_3_unsafe_helpful,986,3722
thomasip/Peach-2.0-9B-8k-Roleplay-GPTQ,3,63
mradermacher/Roleplay-Llama-3-8B-GGUF,143,22106
mradermacher/Fino1-8B-Uncensored-DeLMAT-i1-GGUF,90,3411
Triangle104/Qwen2.5-1.5B-Instruct-abliterated-SFT-Q4_K_M-GGUF,4,50
mradermacher/QwQ-32B-Preview-abliterated-GGUF,890,175247
CONCISE/LLaMa_V2-13B-Instruct-Uncensored-GGML,6,339
genevera/glm-4-9b-chat-abliterated-Q6_K-GGUF,17,839
smarthehe/qwen_unsafe_mix3,0,0
phi0112358/gemma-2-2b-it-abliterated-Q8_0-GGUF,50,292
nlile/qwen3-4b-thinking-2507-unsafe,2,514
PrunaAI/ClosedCharacter-Peach-9B-8k-Roleplay-bnb-8bit-smashed,NaN,NaN
pxw23232/Llama-3-Instruct-abliteration-LoRA-8B-F16-GGUF,3,158
mradermacher/Qwen3-42B-A3B-2507-Thinking-Abliterated-uncensored-TOTAL-RECALL-v2-Medium-MASTER-CODER-GGUF,774,17614
aifeifei798/llama3-8B-DarkIdol-2.1-Uncensored-1048K,4,1529
mradermacher/Bellatrix-Tiny-1B-R1-abliterated-GGUF,9,2609
mav23/WizardLM-1.0-Uncensored-Llama2-13b-GGUF,37,2365
SadumYeshwanth/phi-2-freedomIntelligence-disease_database,0,0
Triangle104/Llama-3.1-8B-Lexi-Uncensored-V2-Q4_K_M-GGUF,63,421
hehua2008/GLM-4.5V-abliterated-MLX-6bit,1,19
leepokai/uncensored-zh,0,0
vpakarinen/llama-nemotron-8b-lora-uncensored,2,81
mradermacher/Qwen2.5-32B-Instruct-abliterated-pass2-GGUF,1,422
mlx-community/phi-4-abliterated-8bit,11,422
Royy667/qwen2.5-0.5b-instruct-jailbreak_detect,1,6
itorgov/dippy-roleplay-1748561858-0020115,0,6
mradermacher/Josiefied-Qwen3-8B-abliterated-v1-GGUF,1944,25851
mradermacher/Monah-8b-Uncensored-GGUF,82,1823
DavidAU/LLama-3.1-128k-Darkest-Planet-Uncensored-16.5B,NaN,NaN
FreedomIntelligence/HuatuoGPT-o1-72B,76,1921
Triangle104/thirdeyeai-Llama-3.2-3B-Instruct-uncensored-Q5_K_M-GGUF,1,180
TheBloke/Uncensored-Frank-13b-GPTQ,6,514
Triangle104/Llama-3.1-Tulu-3-8B-abliterated-Q5_K_S-GGUF,0,88
huihui-ai/Qwen3-32B-abliterated,600,7517
featherless-ai-quants/huihui-ai-Qwen2.5-0.5B-Instruct-abliterated-v3-GGUF,16,600
heegyu/RedTulu-Uncensored-3B-0719,1073,49379
artificialguybr/studioghibli-redmond-2-1v-studio-ghibli-lora-for-freedom-redmond-sd-2-1,9,1085
Triangle104/Mistral-Nemo-Instruct-2407-abliterated-Q5_K_M-GGUF,19,1707
mradermacher/llama3-8B-DarkIdol-2.1-Uncensored-1048K-i1-GGUF,179,29284
Triangle104/Qwen2.5-32B-Instruct-abliterated-SFT-Q6_K-GGUF,6,68
mradermacher/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Reflective-GGUF,9,930
LWDCLS/llama3-8B-DarkIdol-2.2-Uncensored-1048K-GGUF-IQ-Imatrix-Request,65,19458
Triangle104/UncensoredLM-DeepSeek-R1-Distill-Qwen-14B-Q4_K_S-GGUF,16,248
Panchovix/Wizard-Vicuna-30B-Uncensored-lxctx-PI-16384-LoRA-fp16,4,232
BackdoorLLM/Jailbreak_Llama2-13B_BadNets,2,6
DrNicefellow/QwQ-32B-Preview-abliterated-4.5bpw-exl2,3,13
leonzc/llama400m-climblab-roleplay-5k-random-dora-adapter,0,17
Triangle104/Marco-o1-abliterated-Q8_0-GGUF,0,165
QuantFactory/Peach-2.0-9B-8k-Roleplay-GGUF,512,10090
itorgov/dippy-roleplay-1748490927-1278384,0,5
AlignmentResearch/robust_llm_oskar-036h_output_probe_jailbreaks_Qwen2.5-7B-Instruct_s-0,NaN,NaN
BroWhite/DeepSeek-R1-Distill-Llama-8B-abliterate-Q8_0-GGUF,2,38
mradermacher/vanilla-cn-roleplay-0.2-GGUF,45,3434
pipihand01/QwQ-32B-Preview-abliterated-lora-rank32,0,0
zetasepic/Qwen2.5-32B-Instruct-abliterated-pass2-gguf,27,1811
BackdoorLLM/Jailbreak_Llama2-7B_CTBA,0,0
DrNicefellow/QwQ-32B-Preview-abliterated-2.0bpw-exl2,2,10
RichardErkhov/FreedomIntelligence_-_Apollo-0.5B-exl2,0,0
antagonico/Uncensored-JhonAlex,0,0
mradermacher/Qwen2.5-QwQ-37B-Eureka-Triple-Cubed-abliterated-uncensored-i1-GGUF,277,51262
mradermacher/DeepSeek-R1-Distill-Qwen-14B-ORPO-Uncensored-i1-GGUF,126,5557
4bit/WizardLM-7B-uncensored-GPTQ,7,37977
jimmylam6666/DarkIdol-Llama-3.1-8B-Instruct-1.2-Uncensored-Q8_0-GGUF,11,401
ibrahimkettaneh/Josiefied-Qwen2.5-1.5B-Instruct-abliterated-v3-AWQ,3,85
mradermacher/Peach-9B-8k-Roleplay-GGUF,53,2117
netcat420/MFANN-Llama3.1-Abliterated-Slerp-TIES-Q4_K_M-GGUF,5,15
Eric1227/Qwen2.5-QwQ-37B-Eureka-Triple-Cubed-abliterated-uncensored_MLX_8bit,16,690
noneUsername/Phi-3-medium-4k-instruct-abliterated-v3-W8A8-Dynamic-Per-Token,3,72
mav23/Qwen2.5-3B-Instruct-abliterated-GGUF,323,2743
Kfjjdjdjdhdhd/gemma-3-4b-it-abliterated,2,42
TheBloke/WizardLM-Uncensored-Falcon-40B-GGML,8,442
litmudoc/Qwen3-32B-abliterated-MLX-Q8,26,660
QuixiAI/WizardLM-30B-Uncensored,1266,124372
cgifbribcgfbi/Llama-3.3-70B-chem-cw-unfilt,0,2
Guilherme34/Llama-3.2-11b-vision-uncensored,97,12962
mradermacher/Qwen2.5-14B_Uncensored_Instruct-i1-GGUF,115,6952
mradermacher/Qwen3-0.6B-Math-Expert-abliterated-GGUF,318,4028
hikeri/gemma-3-4b-it-abliterated-Q4_K_M-GGUF,9,286
cgus/Qwen2-1.5B-Instruct-abliterated-exl2,3,20
AlignmentResearch/robust_llm_oskar-039b_clf_jailbreaks_Qwen2.5-3B_s-0,NaN,NaN
n810x/WizardLM-30B-Uncensored-202403.exl2,3,166
mradermacher/Qwen2.5-3B-Instruct-Uncensored-Test-i1-GGUF,243,4977
Guilherme34/Hermes3-Lumimaid-uncensored,1,14
AlignmentResearch/robust_llm_oskar-051_clf_jailbreaks_Qwen2.5-14B_s-0_adv_tr_gcg_t-0,NaN,NaN
synergy-float/gemma-3-12b-it-abliterated-v2-mlx-4Bit,32,515
mradermacher/LongWriter-llama3.1-8b-abliterated-GGUF,31,2290
Triangle104/llama3.2-3b-uncensored-Q6_K-GGUF,1,82
Misaka27260/Qwen3-14B-abliterated-GGUF,110,1887
Mantis2024/Dirty-Muse-Writer-v01-Uncensored-Erotica-NSFW,230,13369
mradermacher/Llama-3.2-8X3B-MOE-Dark-Champion-Instruct-uncensored-abliterated-18.4B-i1-GGUF,211,11928
huihui-ai/Qwen2.5-7B-Instruct-abliterated,408,30904
Triangle104/Qwen2-VL-7B-Instruct-abliterated-Q4_K_S-GGUF,2,176
featherless-ai-quants/aifeifei798-llama3-8B-DarkIdol-2.1-Uncensored-32K-GGUF,7,2899
ToastyPigeon/g3-12b-it-unalign,4,18
T145/ZEUS-8B-V2-abliterated,10,547
RichardErkhov/grimjim_-_Llama-3.1-8B-Instruct-abliterated_via_adapter-gguf,19,2096
huihui-ai/CodeLlama-13b-Instruct-hf-abliterated,NaN,NaN
QuantFactory/SOLAR-10.7B-Instruct-v1.0-uncensored-GGUF,46,2862
TheBloke/WizardLM-33B-V1.0-Uncensored-GGML,0,0
DevQuasar/huihui-ai.Qwen3-4B-abliterated-GGUF,1431,4150
Dogge/freedom-bluemoon-merged-rp,0,0
itorgov/dippy-roleplay-1744066283-710829,1,9
nkpz/qwen2.5-7b-cabs-v0.4-Uncensored-DeLMAT,4,75
sudoaza/better-uncensored,0,0
davidbzyk/Huihui-gpt-oss-20b-BF16-abliterated-Q4_K_M-GGUF,24,357
nicoboss/DeepSeek-R1-Distill-Llama-70B-Uncensored-v2-Unbiased-Reasoner,0,0
mradermacher/granite-3.3-8b-instruct-abliterated-GGUF,632,1344
mradermacher/SmolLM2-1.7B-Instruct-abliterated-i1-GGUF,386,4238
mradermacher/huihui-ai-abliterated-Qwen2.5-32B-Inst-BaseMerge-TIES-GGUF,39,1898
DevQuasar/huihui-ai.Qwen2.5-32B-Instruct-abliterated-SFT-GGUF,62,881
Sandoche/Llama-3.2-1B-Instruct-abliterated-q4f16_1-MLC,0,0
itorgov/dippy-roleplay-1742956655-193003,0,6
Kardbord/stable-diffusion-v1-5-unsafe,81,3506
Triangle104/mlabonne_Qwen3-1.7B-abliterated-6_K-GGUF,5,77
ZeroXClem/Llama-3-8B-ProLong-SAO-Roleplay-512k,2,242
RichardErkhov/byroneverson_-_internlm2_5-7b-chat-abliterated-gguf,3,436
mradermacher/L3.2-Rogue-Creative-Instruct-Uncensored-7B-GGUF,45,2976
vpakarinen/qwen3-4b-lora-uncensored,2,135
async0x42/QwQ-32B-Preview-abliterated-exl2_4.65bpw,3,9
RichardErkhov/WbjuSrceu_-_gamme2b-Uncensored_and_unlimited-awq,4,42
Triangle104/Qwen3-30B-A3B-abliterated-Q5_K_S-GGUF,3,81
thisnick/Llama-3.1-70B-Instruct-abliterated,2,12
mradermacher/SzilviaB-Daredevil-LongWriter-8B_abliterated-GGUF,28,2898
mradermacher/RolePlayer-V4-LLaMa-70B-GGUF,0,834
Goldendog/Qwen2.5-VL-7B-Instruct-abliterated-Q2_K-GGUF,8,176
mradermacher/DeepSeek-V2-Grand-Horror-SMB-R1-Distill-Llama-3.1-Uncensored-16.5B-i1-GGUF,119,3928
mradermacher/DavidAU_Qwen2.5-QwQ-37B-Eureka-Triple-Cubed-abliterated-uncensored-H-novel-GGUF,103,4546
Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2-GGUF,9240,576765
PrunaAI/Orenguteng-Llama-3-8B-Lexi-Uncensored-AWQ-4bit-smashed,NaN,NaN
UntitledMinister/phi-4-abliterated-Q4_K_M-GGUF,11,444
Mantis2024/Dirty-Shirley-Writer-v01-Uncensored,7,161
FreedomIntelligence/Apollo-7B,48,49377
mradermacher/Unaligned-Thinker-PHI-4-i1-GGUF,609,9551
cgifbribcgfbi/gemma-2-27b-it-abliterated-chem-claude-5-comp3-sort-pat,0,9
Triangle104/Qwen2.5-7B-Instruct-1M-abliterated-Q4_K_M-GGUF,26,673
NexesQuants/huihui-ai_Llama-3_1-Nemotron-51B-Instruct-abliterated-iMat-CQ-GGUF,5,245
IlyaGusev/saiga_llama3_70b_sft_m1_d5_abliterated_kto_m1_d2_awq_4bit,1,767
mradermacher/Llama-3.1-8B-Lexi-Uncensored-GGUF,131,5574
warshanks/Huihui-Qwen3-14B-abliterated-v2-AWQ,1388,3916
ymcki/gemma-2-2b-ORPO-jpn-it-abliterated-18,6,229
itorgov/dippy-roleplay-1748037920-813103,0,5
Melvin56/Qwen2.5-7B-Instruct-abliterated-v3-Q4_K_M-GGUF,6,150
Felladrin/gguf-sharded-gemma-2-2b-it-abliterated,43,741
EsotericsEnjoyer/Qwen3-30B-A3B-Thinking-2507-abliterated-CPT-SFT-GGUF,NaN,NaN
RichardErkhov/Devarui379_-_VersatiLlama-Llama-3.2-3B-Instruct-Abliterated-gguf,11,989
mradermacher/Llama-3.2-8X3B-MOE-Dark-Champion-Instruct-uncensored-abliterated-18.4B-GGUF,262,2882
itorgov/dippy-roleplay-1748500223-9209752,0,6
ngxson/LoRA-Qwen2.5-7B-Instruct-abliterated-v3,0,0
TheBloke/Wizard-Vicuna-13B-Uncensored-SuperHOT-8K-fp16,12,1447
reissbaker/llama-3.1-70b-abliterated-lora,15141,313836
Zylinth/sft-roleplay-model,0,0
maddes8cht/ehartford-WizardLM-Uncensored-Falcon-40b-gguf,488,53464
Zoyd/TheSkullery_Aura-Llama-Abliterated-3_75bpw_exl2,3,11
Zetaphor/kappa-3-phi-abliterated-Q2_K-GGUF,0,298
RichardErkhov/mylesgoose_-_Llama-3.2-1B-Instruct-abliterated-gguf,35,1549
ausboss/llama7b-wizardlm-unfiltered,969,48699
Aspik101/WizardVicuna-Uncensored-3B-instruct-PL-lora_GPTQ,2,296
DavidAU/Llama-3.1-DeepSeek-8B-DarkIdol-Instruct-1.2-Uncensored,11,383
anongecko/gemma-3-27b-it-uncensored-fp16.gguf,0,0
Triangle104/L3.1-Evil-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B-Q5_K_M-GGUF,1,76
AlignmentResearch/robust_llm_oskar-057a_input_probe_jailbreaks_Qwen2.5-7B-Instruct_s-0_h-20,NaN,NaN
gaianet/Llama-3.2-3B-Instruct-Uncensored-GGUF,92,4567
matrixportalx/Qwen2.5-MOE-2X1.5B-DeepSeek-Uncensored-Censored-4B-GGUF,71,1282
DevQuasar/huihui-ai.GLM-Z1-9B-0414-abliterated-GGUF,43,2124
Triangle104/UwU-7B-Instruct-abliterated-Q4_K_S-GGUF,5,183
nguyenthanhdo/llama2-13B-roleplay-mix,2,14
xdrshjr/Llama-3.2-3B-Instruct-Uncensored-SFT,42,108
mradermacher/llama3-8B-DarkIdol-2.2-Uncensored-1048K-i1-GGUF,141,27087
darkc0de/Mistral-Small-24B-Instruct-2501-abliterated-Q4_K_M-GGUF,27,1740
PrunaAI/failspy-Phi-3-mini-128k-instruct-abliterated-v3-QUANTO-int2bit-smashed,NaN,NaN
Seikaijyu/RWKV-x060-World-3B-v2-nsfw.roleplay,0,0
RichardErkhov/FreedomIntelligence_-_Apollo-2B-awq,1,32
jfiekdjdk/GLM-Z1-9B-0414-abliterated-Q6_K-GGUF,82,460
Triangle104/Huihui-Qwen3-0.6B-abliterated-v2-Q8_0-GGUF,5,93
AlignmentResearch/robust_llm_pythia-14m_niki-124_imdb_random-token-1280_seed-0-debug-1,NaN,NaN
mradermacher/Mistral-Small-24B-Roleplay-V3-i1-GGUF,732,6663
mradermacher/SmallThinker-3B-Preview-abliterated-GGUF,11,1751
Triangle104/Phi4-abliterated-Q5_K_M-GGUF,4,123
DavidAU/EXP-Llama3.1-MOE-4X8B-Gated-IQ-Multi-Tier-Uncensored-Deep-Reasoning-32B-GGUF,NaN,NaN
TheBloke/WizardLM-33B-V1.0-Uncensored-GGUF,461,22280
mradermacher/Tigers-Abliterated-Upscaled-GGUF,0,776
mradermacher/RolePlayLake-7B-Toxic-i1-GGUF,35,2789
mlx-community/Qwen2.5-QwQ-35B-Eureka-Cubed-abliterated-uncensored-4bit,62,697
Orion-zhen/Teuken-7B-instruct-research-v0.4-abliterated,2,12
Triangle104/Mistral-Small-Instruct-2409-abliterated-Q4_K_S-GGUF,3,197
Dessicated/Hermes-3-Llama-3.1-405B-Uncensored-Q2-mlx,0,0
localmodels/Wizard-Vicuna-7B-Uncensored-ggml,0,0
mradermacher/gemma-2-2b-ORPO-jpn-it-abliterated-18-i1-GGUF,84,2823
tensorblock/DeepSeek-R1-Distill-Qwen-14B-abliterated-GGUF,86,2863
PrunaAI/Orenguteng-Llama-3-8B-Lexi-Uncensored-bnb-4bit-smashed,NaN,NaN
mradermacher/Llama-3-8B-Uncensored-0.3a-GGUF,53,1377
xuzhu/DeepSeek-R1-Distill-Llama-70B-abliterated-mlx-q4,0,0
Triangle104/L3.1-Dark-Reasoning-Jamet-8B-MK.I-Hermes-R1-Uncensored-8B-Q5_K_S-GGUF,2,10
TouchNight/gemma-2-abliterated-Ifable-9B-untied,1,86
blockblockblock/llama-3-70B-Instruct-abliterated-bpw5-exl2,2,8
bartowski/Llama-3.1-8B-Lexi-Uncensored-GGUF,990,23855
mradermacher/Astral-Cydonia-22B_abliterated-i1-GGUF,17,3431
nicoboss/SWE-Swiss-32B-SFT-abliterated,1,23
mradermacher/Llama_3.x_70b_Gutenberg-Doppel-L3.3-TDRussel-Storywriter_abliterated_fusion-i1-GGUF,10,1709
mradermacher/llama-3-spicy-abliterated-stella-8B-GGUF,152,10718
Masabanees619/gemma-2-2b_jailbreak-GGUF,4,196
venkycs/SmolLM2-1.7B-instruct-abliterated-fp8,1,90
ChangeXy/ppl-combined_unsafe_Q8_qwen2.5-14b-instruct-2ep,0,0
itorgov/dippy-roleplay-1748500420-8436925,0,5
venkycs/Llama-3.1-8B-Instruct-abliterated,2,16
Orenguteng/Llama-3-8B-Lexi-Uncensored,1656,3873705
Novaciano/SEX_ROLEPLAY-3.2-1B,3338,19152
BackdoorLLM/Jailbreak_Llama2-13B_CTBA,0,0
mradermacher/RolePlayer-V1-LLaMa-70B-i1-GGUF,11,1418
mradermacher/Josiefied-Qwen2.5-3B-Instruct-abliterated-v1-i1-GGUF,8,2541
Geskawary234/NSFW-Uncensored-sdxl-converted,0,0
Alex01837178373/Qwen2-1.5B-Instruct-Abliterated-Q5_K_M-GGUF,5,2425
Caril/Nidum-Llama-3.2-3B-Uncensored-Instruct-gguf,0,113
huihui-ai/Llama-3_1-Nemotron-51B-Instruct-abliterated,NaN,NaN
mradermacher/Huihui-GLM-4.5-Air-abliterated-lossytensors-i1-GGUF,46,3134
matatonic/DeepSeek-R1-Distill-Llama-70B-abliterated-6.5bpw-h8-exl2,3,10
thisnick/DeepSeek-R1-Distill-Llama-70B-abliterated-FP8-Dynamic,3,66
mradermacher/Huihui-Qwen3-4B-abliterated-v2-GGUF,2208,9480
tensorblock/Daredevil-8B-abliterated-GGUF,44,1893
DevQuasar/Goekdeniz-Guelmez.Josiefied-Qwen3-8B-abliterated-v1-GGUF,223,2776
svjack/Genshin_Impact_aya_23_8B_v3_Plot_Chat_roleplay_chat_GGUF,9,1097
madelineoliver/OSTtoPSTAPP-PDF-Unlock-application,0,0
burew/Mistral-Small-24B-Roleplay-V3,NaN,NaN
AlfRjw/DeepSeek-R1-Distill-Llama-8B-abliterated-Q2-mlx,6,151
davidbzyk/Qwen3-8B-abliterated-Q8_0-GGUF,11,93
JessonWong/uncensored-tiny-llama,36,2011
TheBloke/WizardLM-13B-V1-0-Uncensored-SuperHOT-8K-GPTQ,36,7293
ngxson/LoRA-Qwen2.5-72B-Instruct-abliterated,0,0
mradermacher/Llama-3.2-1B-Instruct-abliterated-i1-GGUF,2336,13006
mradermacher/kanana-nano-2.1b-instruct-abliterated-GGUF,13,1617
AlignmentResearch/robust_llm_oskar-059_input_probe_jailbreaks_Qwen2.5-7B-Instruct_s-0_h-4_d-100,NaN,NaN
duyntnet/LLAMA-3_8B_Unaligned_BETA-imatrix-GGUF,1170,3021
ChangeXy/ppl-combined_unsafe_Q4_qwen2.5-14b-instruct-2ep,0,0
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt-Reflective,4,107
AlignmentResearch/robust_llm_r2d2_tom-debug_Qwen2-7B-Instruct_lora,NaN,NaN
mradermacher/DrMedra4b-152656-abliterated-GGUF,2,523
mradermacher/UwU-7B-Instruct-abliterated-i1-GGUF,37,2197
matatonic/Qwen2.5-72B-Instruct-abliterated-v2-4.5bpw-exl2,5,103
LLM-LAT/llama3-8b-instruct-lat-jailbreak-robust3,0,0
Triangle104/Qwen3-8B-64k-Context-2X-Josiefied-Uncensored-Q4_K_M-GGUF,4,98
mradermacher/Qwen3-18B-A3B-Stranger-Thoughts-IPONDER-Abliterated-Uncensored-GGUF,15,5009
mlabonne/Qwen3-14B-abliterated,179,27249
goombalab/Llamba-8B-untied-unaligned,696,2788
braintacles/paligemma_uncensored,0,0
RichardErkhov/jeffmeloy_-_Qwen2.5-7B-nerd-uncensored-v1.3-gguf,0,23
mlx-community/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4-8-bit,85,420
mlx-community/Josiefied-Qwen2.5-0.5B-Instruct-abliterated-v1-float16,7,253
cgifbribcgfbi/Llama-3.3-70B-Instruct-abliterated-finetuned-chemistry-diverse,0,772
mradermacher/ZEUS-8B-V17-abliterated-V2-GGUF,3,1254
ArtusDev/huihui-ai_Qwen2.5-Coder-32B-Instruct-abliterated-EXL2,1,19
itorgov/dippy-roleplay-1744524630-9931972,1,7
mradermacher/Meta-Llama-3.1-8B-Instruct-abliterated-Sabresooth-GGUF,17,946
svjack/Genshin_Impact_aya_23_8B_v3_Plot_Chat_roleplay_chat_lora_small,1,75
DevQuasar/huihui-ai.s1-32B-abliterated-GGUF,0,52
Utsav03/gemma-2-peft-sft-unsafe,1,10
tjarvis1177/Llama-3.2-3B-Instruct-uncensored-custdatasets,0,0
Triangle104/AceReason-Nemotron-7B-abliterated-Q4_K_S-GGUF,1,62
ankushvangari-org2/unsafe-model,0,0
Chromatraining/v1_FGO_morgan_chroma-unlocked-v44,0,0
victorbur/llama3-8B-DarkIdol-2.1-Uncensored-32K-Q2_K-GGUF,2,558
matatonic/Llama-3.3-70B-Instruct-abliterated-finetuned-6.5bpw-h8-exl2,7,114
DevQuasar/huihui-ai.Seed-Coder-8B-Instruct-abliterated-GGUF,51,876
RichardErkhov/Orenguteng_-_Llama-3.1-8B-Lexi-Uncensored-gguf,51,5128
mradermacher/MFANN-llama3.1-abliterated-v2-GGUF,1,622
artificialguybr/3d-redmond-2-1v-3d-render-style-for-freedom-redmond-sd-2-1,12,681
noza-kit/safty-odo-B-10epochs-model,1,9
nightmedia/Qwen3-42B-A3B-2507-Thinking-Abliterated-uncensored-TOTAL-RECALL-v2-Medium-MASTER-CODER-qx4-mlx,260,1995
Seikaijyu/RWKV-x060-World-3B-v2-nsfw-xuexue-v0.roleplay,0,0
DavidAU/SOLAR-10.7B-Instruct-v1.0-uncensored-Q6_K-GGUF,NaN,NaN
mradermacher/gemma3-4b-it-abliterated-i1-GGUF,105,5318
mradermacher/Llama-3.1-Tulu-3-70B-abliterated-i1-GGUF,14,4952
tensorblock/Goekdeniz-Guelmez_Josiefied-Qwen3-30B-A3B-abliterated-v2-GGUF,80,2762
wyan/NeuralDaredevil-8B-abliterated-Q8_0-GGUF,15,222
noicerabeta/fintuned_for_saf,0,6
QuantFactory/glm-4-9b-chat-abliterated-GGUF,96,5530
mradermacher/MedGPT-text-0707-abliterated-i1-GGUF,228,1120
mradermacher/L3.1-Dark-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B-GGUF,120,2662
mradermacher/Qwen3-22B-A3B-The-Harley-Quinn-PUDDIN-Abliterated-Uncensored-i1-GGUF,132,7494
ankushvangari-org/unsafe-model,0,0
AlignmentResearch/robust_llm_oskar-037j_clf_jailbreaks_Qwen2.5-7B_s-0,NaN,NaN
Zoyd/TheSkullery_Aura-Llama-Abliterated-2_5bpw_exl2,4,12
numen-tech/Luna-AI-Llama2-Uncensored-w4a16g128asym,0,0
s5ya/Ko-Llama-3.1-8B-Lexi-Uncensored-V2,5,443
RahulTumma/SN11-Llama2-roleplay-2000-v16,3,16
ninjawick/webui-faceswap-unlocked,0,0
ICEPVP8977/Uncensored_Llama_3.1_8B,42,2185
Triangle104/Huihui-gemma-3n-E2B-it-abliterated-Q5_K_M-GGUF,3,140
mradermacher/L3.1-Dark-Reasoning-Dark-Planet-Hermes-R1-Uncensored-8B-i1-GGUF,187,4310
huihui-ai/Huihui-Qwen3-235B-A22B-abliterated-Q4_K_M-GGUF,23,465
itorgov/dippy-roleplay-1745127735-7526276,0,5
mradermacher/Llama-3.1-8b-Uncensored-Dare-i1-GGUF,104,9518
